# t_us, mag_frd_x [uT], mag_frd_y [uT], mag_frd_z [uT]  -- synthesized: WMM(49.8728;8.6512) field rotated by the CF attitude
2085845000,1.1830,-21.0629,44.0889
2085947000,1.0693,-20.8334,44.2007
2086047000,1.0957,-20.8879,44.1744
2086145000,1.0351,-20.9741,44.1350
2086245000,1.0344,-20.9781,44.1331
2086345000,1.1630,-21.0905,44.0763
2086445000,1.1522,-20.9045,44.1651
2086545000,1.1258,-20.9231,44.1570
2086645000,1.2108,-20.8555,44.1867
2086745000,1.1910,-21.0189,44.1097
2086846000,1.0921,-20.8710,44.1825
2086945000,1.0173,-20.9373,44.1529
2087045000,1.0698,-20.9630,44.1394
2087145000,1.1320,-21.1013,44.0719
2087245000,1.0683,-21.0598,44.0933
2087345000,1.1913,-20.9782,44.1291
2087445000,1.2412,-21.0362,44.1001
2087545000,1.0931,-20.9173,44.1605
2087645000,1.1233,-20.9463,44.1460
2087745000,1.2132,-20.9821,44.1266
2087847000,1.0524,-20.9069,44.1664
2087945000,1.0650,-20.8525,44.1919
2088045000,1.1111,-20.9825,44.1291
2088145000,1.1116,-20.9419,44.1484
2088246000,1.0804,-20.9618,44.1397
2088345000,1.0631,-21.0603,44.0932
2088445000,1.0802,-21.0403,44.1024
2088545000,1.1318,-20.9347,44.1513
2088645000,1.1464,-20.9699,44.1342
2088745000,1.1766,-20.7877,44.2195
2088847000,1.1755,-20.9531,44.1414
2088945000,1.1681,-20.8857,44.1736
2089045000,1.1503,-20.7661,44.2303
2089145000,1.1049,-20.8039,44.2137
2089245000,1.1522,-21.1638,44.0414
2089345000,1.1407,-21.0942,44.0751
2089445000,1.1074,-21.0632,44.0907
2089545000,1.1724,-21.0823,44.0800
2089647000,1.1575,-20.9622,44.1376
2089745000,1.1898,-21.0721,44.0843
2089845000,1.0015,-20.9010,44.1704
2089945000,1.2313,-21.0925,44.0735
2090045000,1.1403,-21.0155,44.1127
2090145000,1.2050,-21.0117,44.1128
2090245000,1.1631,-21.0198,44.1100
2090345000,1.1102,-21.0523,44.0959
2090445000,1.0888,-20.9732,44.1341
2090545000,1.0859,-21.0103,44.1165
2090648000,1.1837,-21.0419,44.0989
2090745000,1.1311,-20.9976,44.1214
2090846000,1.1450,-20.7820,44.2230
2090945000,1.1350,-20.9417,44.1479
2091045000,1.0652,-20.8414,44.1971
2091145000,1.0815,-20.9954,44.1237
2091247000,1.1141,-20.9995,44.1210
2091345000,1.0541,-20.9765,44.1334
2091445000,1.1447,-20.9976,44.1211
2091546000,1.1822,-21.0050,44.1165
2091645000,1.1855,-20.8673,44.1818
2091745000,1.1142,-20.9384,44.1500
2091845000,1.1506,-21.0990,44.0725
2091945000,1.1714,-21.0218,44.1089
2092045000,1.1813,-20.9892,44.1241
2092145000,1.0955,-20.9356,44.1518
2092245000,1.0144,-20.8973,44.1718
