# t_us, mag_frd_x [uT], mag_frd_y [uT], mag_frd_z [uT]  -- synthesized: WMM(49.8728;8.6512) field rotated by the CF attitude
1962363000,5.5163,14.3903,46.3828
1962463000,3.3555,21.1752,43.9230
1962563000,-4.2436,18.7707,44.9281
1962664000,-11.3553,10.7736,46.3019
1962763000,-16.7513,1.2718,45.8983
1962863000,-21.2340,-5.0062,43.7371
1962963000,-21.7613,-5.1504,43.4603
1963063000,-24.5678,-5.6007,41.8800
1963163000,-25.1559,-5.8744,41.4916
1963263000,-24.9842,-4.8136,41.7313
1963363000,-24.1459,-3.8640,42.3193
1963463000,-22.1645,-3.3247,43.4346
1963563000,-20.4168,-2.1381,44.3561
1963663000,-17.2258,-1.1125,45.7265
1963763000,-16.9009,-1.3729,45.8405
1963863000,-15.6920,0.3986,46.2870
1963965000,-15.2790,0.4008,46.4249
1964064000,-15.9830,-0.7454,46.1830
1964163000,-17.3155,-2.9239,45.6125
1964263000,-19.6480,-4.7840,44.4966
1964363000,-20.7315,-5.8885,43.8681
1964463000,-20.0653,-10.3900,43.3395
1964563000,-19.4351,-15.9815,41.9016
1964663000,-17.2102,-20.1549,41.0666
1964763000,-14.3709,-24.0208,40.0669
1964863000,-12.3477,-24.0930,40.6933
1964963000,-9.3427,-22.7962,42.2129
1965063000,-7.6762,-23.0661,42.4018
1965163000,-5.8525,-23.8205,42.2754
1965263000,-4.0666,-23.2601,42.7938
1965363000,-2.1367,-23.3882,42.8638
1965463000,-0.6812,-22.9650,43.1396
1965563000,2.1350,-20.1871,44.4613
1965663000,3.3051,-18.4529,45.1381
1965763000,5.7206,-18.0250,45.0694
1965863000,8.8013,-17.8055,44.6585
1965963000,12.2883,-17.2255,44.0586
1966063000,13.4427,-16.6496,43.9427
1966163000,14.2017,-15.9269,43.9719
1966263000,14.2099,-15.7214,44.0431
1966363000,13.3183,-16.0803,44.1919
1966463000,13.9095,-15.4240,44.2437
1966563000,12.3896,-17.1994,44.0404
1966663000,11.1430,-18.9526,43.6522
1966763000,8.9915,-20.6714,43.3674
1966863000,5.7302,-23.9795,42.2022
1966963000,2.7667,-24.1784,42.3867
1967063000,-2.0966,-26.0343,41.3122
1967163000,-7.1401,-25.7287,40.9382
1967263000,-12.8299,-25.8830,39.4252
1967363000,-17.8328,-19.4281,41.1512
1967463000,-24.2102,-18.3047,38.3103
1967565000,-25.5106,-12.9261,39.6359
1967663000,-27.0263,-8.3280,39.8636
1967763000,-27.0011,-3.2893,40.6079
1967863000,-26.7973,1.4174,40.8506
1967963000,-26.1616,8.1485,40.4729
1968063000,-24.0501,11.8127,40.8770
1968163000,-19.1468,18.4583,41.0070
1968263000,-16.4161,20.7946,41.0728
1968363000,-15.4213,23.4220,40.0309
1968463000,-13.5806,24.0038,40.3518
1968563000,-8.7352,25.6909,40.6516
1968663000,-5.1179,25.3006,41.5038
1968766000,-2.3031,26.3852,41.0779
1968865000,-0.5089,25.9243,41.4313
1968963000,0.6155,24.9661,42.0142
1969063000,0.4310,23.2217,43.0052
1969167000,2.1476,21.0325,44.0670
1969263000,6.9461,20.0573,44.0265
1969363000,14.8252,26.7908,38.0965
1969463000,12.7763,26.4969,39.0328
1969563000,12.5742,27.3859,38.4809
1969663000,11.7248,27.2888,38.8166
1969763000,12.9419,27.2043,38.4878
1969863000,11.4315,27.0985,39.0368
1969963000,6.5518,24.2603,41.9212
1970063000,4.3646,22.3385,43.2530
1970163000,5.1274,22.2229,43.2288
1970263000,0.2872,20.7378,44.2577
1970363000,-1.1014,20.7665,44.2314
1970463000,-1.1028,20.7672,44.2311
1970563000,-0.8552,20.7639,44.2381
1970663000,-0.8509,20.7623,44.2389
1970763000,-0.8760,20.7197,44.2584
1970863000,-0.8877,20.7087,44.2633
1970963000,-0.8998,20.6956,44.2692
1971063000,-0.9765,20.5555,44.3328
1971163000,-0.8934,20.5085,44.3563
1971263000,-0.7898,20.5254,44.3505
1971363000,-0.7909,20.5230,44.3516
1971463000,-0.5461,20.6166,44.3118
1971563000,-0.6191,20.5977,44.3196
1971665000,-0.7370,20.4217,44.3992
1971764000,-0.6408,20.5171,44.3567
1971863000,-0.6335,20.5565,44.3386
1971963000,-0.8120,20.5151,44.3548
1972063000,-0.9146,20.5734,44.3258
1972163000,-0.8488,20.3989,44.4077
1972263000,-0.7729,20.3628,44.4256
1972363000,-0.7744,20.3640,44.4251
1972463000,-0.5313,20.5022,44.3650
1972563000,-0.5363,20.5206,44.3565
1972663000,-0.6681,20.4375,44.3930
1972763000,-0.6824,20.4475,44.3882
1972863000,-0.6150,20.5358,44.3484
1972963000,-0.6688,20.5257,44.3523
1973063000,-0.6828,20.5222,44.3537
1973163000,-0.7322,20.5048,44.3610
1973263000,-0.7408,20.5059,44.3603
1973363000,-0.8056,20.3975,44.4092
1973463000,-0.7246,20.4891,44.3684
1973563000,-0.6634,20.4990,44.3647
1973663000,-0.6267,20.4909,44.3690
1973763000,-0.8081,20.5330,44.3466
1973863000,-0.7813,20.3948,44.4108
1973963000,-0.7736,20.4802,44.3716
1974063000,-0.6932,20.3459,44.4347
1974163000,-0.6706,20.4117,44.4049
1974263000,-0.7385,20.4284,44.3961
1974363000,-0.6755,20.4603,44.3824
1974463000,-0.7030,20.4643,44.3802
1974566000,-0.7886,20.7189,44.2604
1974663000,-0.7889,20.7195,44.2601
1974763000,-0.7911,20.7186,44.2605
1974863000,-0.5677,20.5125,44.3598
1974963000,-0.7407,20.2680,44.4695
1975063000,-0.7111,20.4955,44.3656
1975163000,-0.6943,20.3852,44.4167
1975263000,-0.7401,20.4147,44.4024
1975363000,-0.6652,20.4889,44.3694
1975463000,-0.6790,20.4850,44.3710
1975563000,-0.7438,20.3877,44.4147
1975663000,-0.7051,20.5537,44.3388
1975763000,-0.6857,20.5171,44.3560
1975863000,-0.7625,20.4550,44.3834
1975963000,-0.7154,20.6600,44.2892
1976063000,-0.7037,20.6286,44.3040
1976163000,-0.6011,20.4545,44.3862
1976263000,-0.7076,20.4060,44.4069
1976364000,-0.7183,20.3593,44.4282
1976463000,-0.5557,20.3642,44.4283
1976563000,-0.5575,20.4832,44.3735
1976663000,-0.6903,20.3877,44.4156
1976763000,-0.7236,20.4761,44.3744
1976863000,-0.7571,20.4410,44.3900
1976963000,-0.7577,20.4244,44.3976
1977063000,-0.5942,20.6048,44.3167
1977163000,-0.6685,20.5721,44.3308
1977263000,-0.6990,20.5235,44.3529
1977363000,-0.7212,20.4667,44.3787
1977463000,-0.6938,20.4402,44.3914
1977563000,-0.6525,20.4430,44.3907
1977663000,-0.5945,20.4590,44.3842
1977763000,-0.5930,20.4568,44.3852
1977863000,-0.5818,20.4747,44.3771
1977963000,-0.5985,20.4777,44.3755
1978063000,-0.6017,20.4768,44.3759
1978163000,-0.7094,20.4757,44.3748
1978263000,-0.7566,20.4348,44.3929
1978363000,-0.6444,20.5623,44.3357
1978463000,-0.6428,20.5733,44.3306
1978563000,-0.7134,20.4858,44.3701
1978663000,-0.8074,20.4012,44.4074
1978763000,-0.7718,20.3269,44.4421
1978863000,-0.7894,20.5806,44.3249
1978963000,-0.7712,20.5114,44.3572
1979063000,-0.7388,20.3784,44.4191
1979163000,-0.6408,20.4050,44.4084
1979263000,-0.6916,20.4149,44.4031
1979363000,-0.5985,20.4663,44.3808
1979463000,-0.7046,20.5029,44.3623
1979563000,-0.6937,20.4904,44.3682
1979663000,-0.7976,20.4754,44.3734
1979763000,-0.7141,20.4541,44.3847
1979863000,-0.6802,20.5376,44.3466
1979963000,-0.7132,20.5157,44.3562
1980063000,-0.7499,20.5341,44.3471
1980163000,-0.6958,20.5227,44.3533
1980263000,-0.6949,20.5123,44.3581
1980366000,-0.6809,20.5026,44.3628
1980464000,-0.7955,20.4259,44.3963
1980563000,-0.8514,20.4332,44.3919
1980663000,-0.8489,20.4440,44.3870
1980763000,-0.6659,20.5328,44.3491
1980863000,-0.6743,20.5131,44.3581
1980963000,-0.6613,20.4868,44.3704
1981063000,-0.6080,20.4848,44.3721
1981163000,-0.5965,20.4877,44.3709
