# t_us, mag_frd_x [uT], mag_frd_y [uT], mag_frd_z [uT]  -- synthesized: WMM(49.8728;8.6512) field rotated by the CF attitude
2350388000,-0.1391,-21.1279,44.0735
2350488000,-0.0635,-21.0686,44.1021
2350588000,-0.0968,-21.0535,44.1092
2350689000,-0.1601,-21.3382,43.9720
2350788000,-0.2407,-21.2564,44.0112
2350888000,-0.1032,-21.2903,43.9954
2350988000,-0.1018,-21.2945,43.9933
2351088000,-0.1158,-21.1622,44.0571
2351188000,-0.1317,-21.1684,44.0541
2351288000,-0.0284,-21.2349,44.0222
2351388000,-0.1567,-21.0747,44.0989
2351491000,-0.1106,-21.1759,44.0505
2351588000,-0.1051,-21.1311,44.0721
2351688000,-0.0832,-21.2280,44.0255
2351788000,-0.0117,-21.2237,44.0277
2351888000,-0.1744,-21.0353,44.1176
2351988000,-0.2036,-21.1280,44.0732
2352088000,-0.1288,-21.1596,44.0583
2352188000,-0.0066,-21.1500,44.0631
2352290000,0.0064,-21.2339,44.0227
2352388000,0.0067,-21.2043,44.0370
2352488000,0.1267,-21.1117,44.0813
2352588000,-0.0301,-21.3363,43.9732
2352688000,-0.1912,-21.1584,44.0586
2352788000,0.0083,-21.1592,44.0587
2352890000,-0.0473,-20.9838,44.1425
2352988000,-0.1233,-21.0580,44.1070
2353088000,-0.1693,-21.1049,44.0844
2353188000,-0.0958,-21.1935,44.0421
2353288000,-0.1672,-21.1596,44.0582
2353388000,-0.1119,-21.2082,44.0350
2353488000,-0.0864,-21.2563,44.0119
2353588000,-0.0957,-21.3074,43.9871
2353688000,-0.0646,-21.2491,44.0154
2353791000,-0.1977,-21.1169,44.0785
2353888000,-0.0882,-21.1704,44.0532
2353988000,-0.0991,-21.1784,44.0493
2354088000,-0.0128,-21.1677,44.0546
2354188000,-0.0986,-21.1401,44.0678
2354288000,-0.1859,-21.1446,44.0653
2354388000,-0.0875,-21.1455,44.0652
2354488000,-0.0131,-21.0589,44.1067
2354588000,-0.0164,-21.0611,44.1057
2354689000,0.0017,-21.3454,43.9688
2354788000,-0.0407,-21.2007,44.0387
2354888000,-0.1808,-21.1016,44.0859
2354988000,-0.0854,-21.1636,44.0565
2355088000,-0.2027,-21.1404,44.0672
2355188000,-0.1978,-21.1647,44.0556
2355289000,-0.1402,-21.2493,44.0151
2355388000,-0.1648,-21.1813,44.0477
2355488000,-0.0704,-21.0527,44.1096
2355589000,-0.1014,-21.0128,44.1286
2355688000,-0.1464,-21.1488,44.0634
2355788000,-0.1547,-21.1637,44.0563
2355888000,-0.1728,-21.3424,43.9699
2355988000,-0.1374,-21.3661,43.9585
2356088000,-0.1108,-21.2841,43.9983
2356188000,-0.2240,-21.1006,44.0862
2356288000,-0.0059,-21.1225,44.0763
2356388000,-0.0716,-20.9651,44.1513
2356488000,-0.0546,-21.2862,43.9974
2356588000,-0.0396,-21.3233,43.9795
2356688000,-0.0546,-21.3095,43.9861
2356788000,-0.1978,-21.0038,44.1325
2356888000,-0.0745,-20.9454,44.1607
2356988000,-0.1024,-21.2656,44.0073
2357088000,-0.1985,-21.1686,44.0537
2357188000,-0.1419,-21.1543,44.0608
2357290000,-0.1055,-21.2276,44.0256
2357388000,-0.1646,-21.1276,44.0735
2357488000,-0.1059,-21.2622,44.0090
2357590000,-0.2270,-21.1726,44.0516
2357688000,-0.1499,-21.1465,44.0645
2357788000,-0.1697,-21.1923,44.0425
2357888000,-0.1549,-21.2218,44.0283
2357988000,-0.0574,-21.2729,44.0039
2358088000,-0.1253,-21.1962,44.0407
2358188000,-0.1162,-21.2130,44.0326
2358288000,-0.0321,-21.0815,44.0959
2358388000,-0.1384,-21.2272,44.0257
2358488000,-0.0904,-21.1008,44.0866
2358588000,-0.1584,-21.0927,44.0903
2358688000,-0.0709,-21.2704,44.0051
2358788000,-0.1480,-21.1903,44.0435
2358893000,-0.1827,-21.2302,44.0242
2358988000,-0.2203,-21.1898,44.0434
2359088000,-0.0643,-21.2777,44.0015
2359188000,-0.0181,-21.3014,43.9901
2359288000,-0.1639,-21.2128,44.0326
2359388000,-0.1751,-21.1922,44.0425
2359488000,-0.1472,-21.2142,44.0320
2359588000,-0.0837,-21.1067,44.0838
2359688000,-0.0958,-21.1651,44.0558
2359788000,-0.1314,-21.2481,44.0157
2359888000,-0.1235,-21.1941,44.0417
2359988000,-0.0959,-21.2004,44.0388
2360088000,-0.0775,-21.3494,43.9668
2360191000,-0.0808,-21.3472,43.9678
2360288000,-0.1602,-21.1480,44.0637
2360388000,-0.0074,-21.0888,44.0924
2360490000,-0.1326,-21.1857,44.0457
2360588000,-0.1579,-21.1784,44.0492
2360688000,-0.1563,-21.1791,44.0488
2360788000,-0.0398,-21.1983,44.0399
2360888000,-0.1732,-21.1863,44.0453
2360988000,-0.0007,-21.2050,44.0367
2361088000,-0.0371,-21.1885,44.0446
2361188000,0.0348,-21.2032,44.0375
2361288000,0.0504,-21.1796,44.0489
2361388000,-0.0288,-21.1283,44.0735
2361488000,-0.1281,-21.1017,44.0861
2361588000,-0.0873,-21.2182,44.0302
2361688000,-0.0096,-21.1582,44.0592
2361788000,-0.0907,-21.3263,43.9779
2361888000,-0.0772,-21.2772,44.0018
2361988000,0.0032,-21.3781,43.9529
2362088000,-0.0960,-21.3230,43.9795
2362188000,-0.0507,-21.3774,43.9532
2362288000,-0.0155,-21.3446,43.9692
2362388000,-0.0473,-21.1479,44.0641
2362488000,-0.1080,-21.1432,44.0662
2362588000,-0.0520,-21.1828,44.0473
2362688000,0.0413,-21.1001,44.0870
2362788000,-0.1051,-21.0278,44.1214
2362888000,-0.1213,-21.1595,44.0584
2362988000,-0.0769,-21.2333,44.0229
2363088000,-0.0013,-21.1655,44.0557
2363188000,-0.0695,-21.1910,44.0433
2363288000,-0.0805,-21.3513,43.9658
2363388000,-0.2226,-21.1931,44.0418
2363488000,-0.1703,-21.1768,44.0499
2363589000,-0.1147,-21.2208,44.0289
2363688000,-0.0397,-21.2524,44.0138
2363788000,-0.0144,-21.2174,44.0307
2363888000,0.0017,-21.1789,44.0492
2363988000,-0.2279,-21.0510,44.1099
2364088000,-0.2334,-21.0528,44.1090
2364188000,0.0140,-21.2849,43.9981
2364288000,-0.0456,-21.1996,44.0392
2364390000,-0.0357,-21.1162,44.0793
2364490000,-0.0516,-21.1224,44.0763
2364588000,-0.0154,-21.3784,43.9527
2364688000,-0.1722,-21.1326,44.0711
2364788000,-0.1664,-21.1604,44.0578
2364888000,-0.2210,-21.1593,44.0581
2364988000,-0.1100,-21.2147,44.0318
2365088000,-0.1798,-21.1527,44.0614
2365188000,-0.1953,-21.1876,44.0446
2365288000,-0.2045,-21.2061,44.0357
2365388000,-0.1591,-21.2143,44.0319
2365488000,-0.0650,-21.2867,43.9972
2365588000,-0.1448,-21.1871,44.0450
2365688000,-0.0747,-21.0556,44.1082
2365788000,-0.0668,-21.1714,44.0528
2365888000,-0.1183,-21.1156,44.0795
2365988000,-0.1955,-21.2011,44.0381
2366088000,-0.0534,-21.1801,44.0486
2366188000,-0.0754,-21.3861,43.9489
2366290000,-0.0704,-21.0940,44.0899
2366388000,-0.0833,-21.0740,44.0994
2366490000,-0.1453,-21.1615,44.0573
2366590000,-0.2042,-21.2551,44.0120
2366688000,-0.1847,-21.2827,43.9988
2366788000,-0.0589,-21.3855,43.9493
2366888000,-0.2064,-21.1715,44.0523
2366988000,-0.1055,-21.1296,44.0728
2367088000,-0.0665,-21.1453,44.0653
2367188000,-0.1659,-21.1292,44.0728
2367291000,-0.1004,-21.0823,44.0954
2367390000,-0.1482,-21.1414,44.0670
2367488000,-0.1131,-21.1245,44.0752
2367588000,-0.0742,-21.2536,44.0132
2367690000,0.0082,-21.0258,44.1225
2367788000,-0.0711,-21.2714,44.0046
2367888000,-0.0498,-21.4473,43.9191
2367988000,-0.0350,-21.1406,44.0676
2368088000,-0.0855,-21.1632,44.0567
2368188000,-0.0794,-21.1590,44.0587
2368288000,-0.0110,-21.1672,44.0549
2368388000,-0.1658,-21.0591,44.1063
2368488000,-0.1565,-21.1928,44.0423
2368588000,-0.0371,-21.0961,44.0889
2368688000,-0.1683,-21.1702,44.0531
2368788000,-0.1323,-21.1965,44.0405
2368888000,-0.1372,-21.1243,44.0752
2368988000,-0.1645,-21.1697,44.0533
2369088000,-0.1378,-21.0990,44.0873
2369188000,-0.1015,-21.2299,44.0245
2369288000,-0.1663,-21.1674,44.0544
2369388000,-0.1644,-21.2133,44.0323
2369488000,-0.0803,-21.1588,44.0588
2369588000,-0.1588,-21.1629,44.0566
2369688000,-0.0840,-21.3010,43.9902
2369788000,-0.0412,-21.3123,43.9848
2369888000,-0.2187,-21.0349,44.1176
2369988000,-0.1887,-21.0939,44.0896
2370088000,-0.2349,-21.1304,44.0719
2370188000,-0.1647,-21.2073,44.0353
2370288000,-0.1068,-21.2273,44.0258
2370388000,-0.2531,-21.1558,44.0596
2370488000,-0.0772,-21.1762,44.0504
2370588000,0.0064,-21.1898,44.0440
2370688000,-0.1098,-21.0281,44.1213
2370788000,-0.0781,-21.2440,44.0178
2370888000,-0.0749,-21.1962,44.0408
2370988000,-0.1195,-21.0825,44.0953
2371088000,-0.1283,-21.0838,44.0946
2371188000,-0.1289,-21.2086,44.0347
2371288000,-0.1741,-21.1867,44.0451
2371389000,-0.0462,-21.1737,44.0517
2371488000,-0.0350,-21.1763,44.0504
2371588000,-0.2177,-21.2464,44.0162
2371688000,-0.1949,-21.2616,44.0089
2371788000,-0.0580,-21.3050,43.9883
2371888000,-0.1808,-21.1915,44.0428
2371990000,-0.0843,-21.2606,44.0097
2372088000,-0.0965,-21.1916,44.0430
2372188000,-0.0957,-21.0863,44.0935
2372288000,-0.1727,-21.1517,44.0619
2372388000,-0.1803,-21.2201,44.0290
2372488000,-0.1390,-21.2944,43.9933
2372588000,-0.1460,-21.2556,44.0120
2372688000,-0.2370,-21.1902,44.0432
2372788000,-0.2248,-21.1499,44.0626
2372888000,-0.1170,-21.2281,44.0254
2372988000,-0.0227,-21.1558,44.0603
2373088000,-0.0629,-21.3358,43.9734
2373188000,-0.0538,-21.3545,43.9643
2373288000,-0.0701,-21.0379,44.1167
2373388000,-0.1367,-21.0528,44.1094
2373488000,-0.0800,-20.9143,44.1754
2373588000,0.0456,-21.0217,44.1244
2373688000,-0.0333,-21.3174,43.9823
2373788000,-0.1110,-21.3135,43.9841
2373888000,-0.1637,-21.2310,44.0238
2373988000,-0.1366,-21.1883,44.0445
2374088000,-0.0171,-21.0961,44.0890
2374188000,-0.0503,-21.1308,44.0723
2374288000,-0.1039,-21.2172,44.0307
2374388000,-0.1314,-21.0927,44.0904
2374488000,-0.0376,-21.1466,44.0647
2374588000,-0.1612,-21.1778,44.0494
2374688000,-0.2171,-21.1491,44.0630
2374788000,-0.1062,-21.2114,44.0335
2374888000,-0.0636,-21.3180,43.9820
2374988000,-0.0556,-21.3841,43.9499
2375088000,-0.1405,-21.1194,44.0775
2375188000,-0.0745,-21.0795,44.0968
2375291000,0.0247,-21.2124,44.0331
2375390000,-0.0061,-21.2861,43.9975
2375489000,-0.0244,-21.2546,44.0127
2375588000,-0.1143,-21.2444,44.0175
2375688000,-0.0364,-21.2566,44.0118
2375788000,-0.0619,-21.2394,44.0200
2375888000,-0.1461,-21.0035,44.1329
2375988000,-0.1634,-20.9973,44.1358
2376088000,-0.1998,-21.1474,44.0639
2376188000,-0.0524,-21.3007,43.9904
2376288000,-0.0968,-21.3136,43.9841
2376388000,-0.1162,-21.0762,44.0983
2376488000,-0.1079,-21.1812,44.0480
2376588000,-0.2204,-21.1162,44.0788
2376688000,-0.1642,-21.1801,44.0483
2376788000,-0.1662,-21.0193,44.1253
2376888000,-0.1186,-21.1014,44.0862
2376988000,-0.0938,-21.1286,44.0733
2377088000,-0.1154,-21.3079,43.9868
2377188000,-0.2179,-21.2005,44.0383
2377288000,-0.2282,-21.2178,44.0299
2377388000,-0.1175,-21.2579,44.0110
2377488000,-0.0523,-21.1644,44.0562
2377591000,-0.0796,-21.0606,44.1058
2377691000,-0.0482,-21.1866,44.0455
2377791000,-0.0305,-21.1286,44.0734
2377888000,-0.0663,-21.1164,44.0792
2377988000,-0.0676,-21.1742,44.0514
2378088000,-0.1976,-21.2801,44.0000
2378188000,-0.1733,-21.2668,44.0065
2378288000,-0.1010,-21.1889,44.0443
2378388000,-0.1193,-21.1264,44.0743
2378488000,-0.1585,-21.1501,44.0627
2378588000,-0.0441,-21.1386,44.0685
2378688000,-0.0550,-21.1590,44.0587
2378788000,-0.0429,-21.1967,44.0407
2378889000,-0.1456,-21.1383,44.0685
2378988000,-0.2150,-21.1738,44.0511
2379089000,-0.1785,-21.1876,44.0447
2379188000,-0.0899,-21.2836,43.9986
2379288000,-0.0453,-21.2437,44.0180
2379388000,-0.1754,-21.0796,44.0965
2379488000,-0.2384,-21.0649,44.1032
2379588000,-0.1837,-21.1970,44.0401
2379688000,-0.1317,-21.1624,44.0569
2379790000,-0.1594,-21.1768,44.0499
2379888000,-0.1053,-21.1204,44.0772
2379990000,-0.0513,-21.3235,43.9794
2380088000,-0.0237,-21.4040,43.9403
2380188000,-0.0239,-21.2160,44.0314
2380288000,-0.1209,-21.1240,44.0754
2380388000,-0.1363,-21.1306,44.0722
2380488000,-0.1515,-21.1157,44.0793
2380588000,-0.1368,-21.1442,44.0656
2380688000,-0.1531,-21.1487,44.0634
2380793000,-0.1195,-21.1031,44.0854
2380888000,-0.1628,-21.2112,44.0334
2380988000,-0.2214,-21.1697,44.0531
2381088000,-0.0468,-21.3444,43.9693
2381188000,-0.1709,-21.1779,44.0493
2381290000,-0.0561,-21.2305,44.0243
2381388000,-0.0641,-21.2860,43.9975
2381488000,-0.1263,-21.0926,44.0904
2381588000,-0.1360,-21.0916,44.0909
2381688000,-0.2130,-21.0526,44.1092
2381793000,-0.1188,-21.1390,44.0682
2381888000,-0.1316,-21.1926,44.0425
2381990000,-0.0888,-21.3475,43.9677
2382088000,-0.1082,-21.2841,43.9983
2382191000,-0.0493,-21.2711,44.0047
2382289000,-0.1982,-21.1322,44.0712
2382389000,-0.1549,-21.1331,44.0709
2382488000,-0.0490,-21.3745,43.9546
2382588000,-0.0254,-21.3922,43.9460
2382688000,-0.0915,-21.2008,44.0386
2382788000,-0.1528,-21.1777,44.0495
2382888000,-0.1575,-21.1738,44.0514
2382988000,-0.0761,-21.1406,44.0675
2383088000,0.0013,-21.1561,44.0602
2383188000,0.0497,-21.1688,44.0541
2383289000,-0.0495,-21.2347,44.0223
2383388000,-0.0944,-21.2349,44.0221
2383488000,0.0004,-21.2161,44.0313
2383588000,-0.0264,-21.3091,43.9864
2383691000,-0.2279,-21.1057,44.0837
2383790000,-0.1322,-21.1808,44.0481
2383889000,-0.2411,-21.1260,44.0739
2383988000,-0.0323,-21.0238,44.1235
2384088000,-0.1243,-21.0529,44.1094
2384188000,-0.1206,-21.0554,44.1082
2384288000,-0.2637,-21.2901,43.9948
2384388000,-0.1871,-21.2897,43.9954
2384488000,-0.0081,-21.2078,44.0353
2384588000,-0.0180,-21.1376,44.0691
2384690000,-0.0261,-21.0774,44.0979
2384788000,-0.0272,-21.2816,43.9997
2384888000,-0.0635,-21.0099,44.1300
2384988000,-0.0912,-21.0633,44.1045
2385088000,-0.1076,-21.2575,44.0112
2385188000,-0.0252,-21.2209,44.0290
2385288000,-0.0259,-21.2532,44.0134
2385388000,-0.0171,-21.1527,44.0618
2385488000,-0.0916,-20.9878,44.1405
2385588000,-0.1521,-21.1433,44.0661
2385688000,-0.1381,-21.2021,44.0378
2385788000,-0.1778,-21.1829,44.0470
2385888000,0.0213,-21.3348,43.9739
2385988000,-0.1023,-21.2208,44.0289
2386088000,-0.1027,-21.1479,44.0640
2386188000,-0.0570,-21.2400,44.0198
2386288000,-0.1787,-21.1353,44.0698
2386388000,-0.1619,-21.1784,44.0492
2386488000,-0.0502,-21.2890,43.9961
2386588000,-0.0248,-21.2020,44.0381
2386688000,-0.2015,-21.1461,44.0645
2386788000,-0.1295,-21.2447,44.0174
2386888000,-0.1195,-21.1588,44.0587
2386988000,-0.1254,-21.2119,44.0331
2387088000,-0.1034,-21.2434,44.0180
2387194000,-0.1310,-21.1135,44.0804
2387288000,-0.1580,-21.1422,44.0666
2387388000,-0.1475,-21.1547,44.0606
2387488000,-0.1953,-21.1558,44.0599
2387588000,-0.1154,-21.1968,44.0404
2387688000,-0.1365,-21.2029,44.0375
2387788000,-0.1288,-21.2670,44.0066
2387888000,-0.2211,-21.1793,44.0485
2387988000,0.0045,-21.2323,44.0235
2388088000,-0.0439,-21.1975,44.0402
2388188000,-0.1174,-21.1479,44.0640
2388288000,-0.0913,-21.2527,44.0136
2388388000,-0.0594,-21.3077,43.9870
2388488000,-0.1096,-21.1933,44.0422
2388588000,-0.0669,-21.0754,44.0988
2388688000,-0.1060,-21.1776,44.0497
2388788000,-0.1611,-21.1711,44.0527
2388889000,-0.1816,-21.1460,44.0646
2388988000,-0.0255,-21.0717,44.1006
2389088000,-0.0559,-21.3371,43.9727
2389194000,0.0141,-21.3302,43.9762
2389288000,-0.0791,-21.2051,44.0366
2389388000,-0.1118,-21.1226,44.0761
2389488000,-0.0788,-21.0973,44.0883
2389588000,-0.0808,-21.3246,43.9788
2389688000,-0.0902,-21.1931,44.0423
2389788000,-0.1759,-21.1504,44.0626
2389888000,-0.1072,-21.1814,44.0479
2389988000,0.0432,-21.2877,43.9967
2390088000,-0.0530,-21.1281,44.0736
2390188000,0.0145,-21.0407,44.1154
2390288000,-0.1507,-21.2153,44.0315
2390388000,-0.1873,-21.1743,44.0510
2390488000,-0.2491,-21.2814,43.9991
2390588000,-0.1295,-21.1783,44.0493
2390688000,-0.1070,-21.1635,44.0565
2390788000,-0.0915,-21.3593,43.9619
2390888000,-0.0458,-21.2656,44.0074
2390988000,-0.1883,-21.1127,44.0806
2391088000,-0.1630,-21.1668,44.0548
2391188000,-0.2197,-21.1626,44.0565
2391288000,-0.2169,-21.1492,44.0629
2391388000,-0.1389,-21.1522,44.0619
2391488000,-0.1942,-21.0983,44.0874
2391588000,-0.1249,-21.1846,44.0463
2391691000,-0.1680,-21.1733,44.0516
2391791000,-0.1450,-21.1951,44.0412
2391888000,-0.1567,-21.1867,44.0452
2391988000,-0.1168,-21.1872,44.0451
2392089000,-0.1483,-21.0578,44.1070
2392188000,-0.1058,-21.0696,44.1015
2392288000,-0.0978,-21.3529,43.9650
2392388000,-0.0633,-21.1667,44.0550
2392491000,-0.1393,-21.1064,44.0838
2392588000,-0.0728,-21.1117,44.0814
2392688000,-0.0305,-21.1400,44.0679
2392790000,-0.1251,-21.1689,44.0539
2392888000,-0.1409,-21.2194,44.0295
2392988000,-0.1750,-21.1725,44.0520
2393088000,-0.2093,-21.1703,44.0529
2393188000,-0.1327,-21.2150,44.0316
2393288000,-0.1847,-21.1781,44.0492
2393389000,-0.0150,-21.1661,44.0553
2393488000,-0.1600,-21.1867,44.0452
2393588000,-0.1946,-21.1744,44.0510
2393688000,-0.2022,-21.1529,44.0612
2393788000,-0.1726,-21.2656,44.0071
2393888000,-0.1138,-21.2799,44.0004
2393988000,0.0076,-21.2786,44.0011
2394088000,-0.0099,-21.2540,44.0130
2394188000,-0.0342,-21.0469,44.1124
2394288000,-0.0543,-21.2702,44.0052
2394388000,-0.0193,-21.3363,43.9732
2394488000,-0.0768,-20.9538,44.1567
2394588000,-0.1636,-21.0728,44.0998
2394688000,-0.1027,-21.1073,44.0835
2394788000,0.0238,-21.1917,44.0431
2394888000,-0.0124,-21.1516,44.0623
2394988000,-0.1922,-21.1326,44.0710
2395089000,-0.2182,-21.1538,44.0607
2395188000,-0.0877,-21.2252,44.0268
2395288000,-0.1134,-21.2245,44.0271
2395388000,-0.0670,-21.1770,44.0501
2395488000,-0.1331,-21.1257,44.0745
2395588000,-0.0613,-21.2888,43.9962
2395688000,-0.0043,-21.2021,44.0381
2395788000,-0.0411,-21.2374,44.0210
2395888000,-0.0181,-21.3088,43.9865
2395989000,-0.1857,-21.1235,44.0754
2396088000,-0.2209,-21.1039,44.0846
2396188000,-0.0753,-21.2896,43.9958
2396288000,-0.0405,-21.2940,43.9937
2396388000,-0.0280,-21.1326,44.0714
2396488000,-0.0337,-21.0304,44.1203
2396588000,-0.1548,-21.0808,44.0960
2396688000,-0.1406,-21.1825,44.0473
2396788000,-0.0077,-21.2832,43.9989
2396888000,-0.1410,-21.1625,44.0569
2396988000,-0.1803,-21.1342,44.0703
2397088000,-0.1410,-21.0870,44.0931
2397188000,-0.0869,-21.0412,44.1151
2397288000,-0.1286,-21.1888,44.0442
2397388000,-0.1932,-21.0808,44.0958
2397488000,-0.0614,-21.2660,44.0072
2397588000,-0.0239,-21.3310,43.9758
2397688000,-0.1374,-21.0911,44.0911
2397788000,-0.1179,-21.0833,44.0949
2397889000,-0.0836,-21.1849,44.0463
2397988000,-0.1324,-21.1600,44.0581
2398088000,-0.2057,-21.1598,44.0579
2398188000,-0.0765,-21.1700,44.0534
2398288000,-0.0792,-21.3494,43.9667
2398388000,-0.1675,-21.0748,44.0988
2398488000,-0.1728,-21.1327,44.0711
2398588000,-0.1533,-21.1822,44.0474
2398688000,0.0327,-21.2676,44.0064
2398788000,-0.0303,-21.1386,44.0686
2398888000,-0.0890,-21.0940,44.0898
2398988000,-0.0052,-21.1310,44.0722
2399088000,0.0183,-21.2722,44.0042
2399188000,-0.0742,-21.2193,44.0297
2399288000,-0.1815,-21.1789,44.0489
2399388000,-0.0139,-21.2824,43.9993
2399488000,0.0225,-21.1992,44.0394
2399588000,-0.0299,-21.2162,44.0313
2399688000,-0.0354,-20.9939,44.1377
2399788000,-0.0400,-20.9579,44.1548
2399888000,-0.1948,-21.3411,43.9704
2399988000,-0.1605,-21.2710,44.0045
2400088000,-0.1630,-21.2846,43.9980
2400188000,-0.1285,-21.2008,44.0385
2400288000,-0.1128,-21.2372,44.0210
2400388000,-0.0720,-21.2806,44.0001
2400488000,0.0211,-21.1184,44.0783
2400588000,-0.1577,-21.1115,44.0813
2400688000,-0.1529,-21.0405,44.1152
2400788000,-0.1283,-21.1724,44.0522
2400888000,-0.1791,-21.1803,44.0482
2400988000,-0.1307,-21.2617,44.0091
2401088000,-0.0636,-21.1143,44.0802
2401188000,-0.2129,-21.1881,44.0443
2401288000,-0.1468,-21.2550,44.0123
2401391000,-0.1969,-21.1875,44.0446
2401488000,-0.2128,-21.2613,44.0090
2401588000,-0.2339,-21.2537,44.0126
2401688000,-0.2341,-21.2566,44.0111
2401788000,-0.0339,-21.2502,44.0148
2401888000,-0.0345,-21.2055,44.0364
2401988000,-0.0863,-21.0873,44.0930
2402088000,-0.0615,-21.0600,44.1061
2402188000,-0.0318,-21.0930,44.0904
2402288000,-0.1176,-21.1144,44.0800
2402388000,-0.2003,-21.2085,44.0345
2402488000,-0.1453,-21.2496,44.0149
2402588000,-0.1080,-21.2721,44.0041
2402688000,-0.1352,-21.2065,44.0357
2402788000,-0.1045,-21.0530,44.1094
2402888000,-0.0595,-21.0413,44.1151
2402988000,-0.1632,-21.0832,44.0948
2403088000,-0.1481,-21.0695,44.1014
2403188000,-0.1657,-21.2020,44.0378
2403288000,-0.1048,-21.2399,44.0197
2403388000,-0.0432,-21.2240,44.0275
2403488000,0.1215,-21.2689,44.0057
2403588000,-0.0103,-21.1624,44.0571
2403688000,0.0033,-21.1396,44.0681
2403790000,0.0309,-21.2047,44.0368
2403888000,0.0119,-21.2392,44.0202
2403988000,-0.0984,-21.1792,44.0490
2404088000,-0.0577,-21.1601,44.0582
2404188000,-0.0861,-21.1848,44.0463
2404288000,0.0409,-21.1511,44.0626
2404388000,-0.0365,-21.2867,43.9972
2404488000,-0.1726,-21.1114,44.0812
2404588000,-0.2152,-21.0787,44.0967
2404688000,-0.0859,-21.2226,44.0281
2404792000,-0.0217,-21.2808,44.0001
2404888000,-0.0615,-21.2785,44.0011
2404988000,-0.0453,-21.2645,44.0079
2405090000,-0.1902,-21.1609,44.0574
2405190000,-0.1754,-21.1352,44.0698
2405288000,-0.0797,-21.1123,44.0811
2405388000,-0.1252,-21.0551,44.1083
2405488000,-0.0853,-21.1363,44.0696
2405588000,-0.0545,-21.2100,44.0342
2405691000,-0.0520,-21.3502,43.9664
2405790000,-0.0150,-21.1601,44.0583
2405888000,-0.1915,-21.1027,44.0853
2405988000,-0.2093,-21.1032,44.0850
2406088000,-0.1744,-21.1685,44.0539
2406188000,-0.1258,-21.1134,44.0804
2406288000,-0.0982,-21.0987,44.0876
2406388000,-0.1185,-21.0555,44.1082
2406492000,-0.2086,-21.2807,43.9997
2406588000,-0.1941,-21.3054,43.9878
2406688000,-0.1855,-21.1466,44.0644
2406788000,-0.2128,-21.1927,44.0421
2406888000,-0.2764,-21.1995,44.0384
2406992000,0.0020,-21.2795,44.0007
2407088000,-0.0227,-21.1593,44.0586
2407188000,-0.1067,-21.1904,44.0435
2407288000,-0.0522,-21.4297,43.9277
2407388000,-0.0476,-21.3952,43.9446
2407489000,-0.1362,-21.1253,44.0747
2407588000,-0.1792,-21.0000,44.1344
2407688000,-0.2396,-21.1263,44.0738
2407788000,-0.2369,-21.1970,44.0399
2407888000,-0.1806,-21.2131,44.0324
2407988000,-0.1276,-21.1725,44.0521
2408088000,-0.1865,-21.1851,44.0459
2408188000,0.0292,-21.1647,44.0560
2408289000,-0.0938,-21.1274,44.0739
2408388000,-0.0845,-21.1610,44.0577
2408488000,-0.0850,-21.1637,44.0564
2408588000,-0.1881,-21.0673,44.1023
2408688000,-0.1569,-21.0748,44.0988
2408789000,-0.1590,-21.2163,44.0309
2408889000,-0.0581,-21.2259,44.0265
2408988000,-0.0674,-21.2445,44.0175
2409088000,-0.0153,-21.2222,44.0284
2409188000,-0.0848,-21.1799,44.0487
2409288000,-0.1891,-21.0302,44.1200
2409390000,-0.1218,-21.2785,44.0010
2409488000,-0.0618,-21.1967,44.0406
2409588000,0.0039,-21.1837,44.0469
2409688000,-0.1824,-21.2942,43.9932
2409788000,-0.0758,-21.2884,43.9963
2409888000,-0.1651,-21.1379,44.0686
2409988000,-0.0408,-21.0905,44.0916
2410093000,-0.0789,-21.2497,44.0151
2410191000,-0.1419,-21.0147,44.1275
2410288000,-0.1815,-21.1986,44.0394
2410388000,-0.1460,-21.3346,43.9738
2410488000,-0.1223,-21.4003,43.9419
2410591000,-0.1194,-21.1275,44.0737
2410688000,-0.1713,-21.2101,44.0339
2410790000,-0.0501,-21.2425,44.0186
2410888000,-0.1185,-21.2144,44.0320
2410988000,-0.0936,-21.2184,44.0301
2411088000,-0.1773,-21.2118,44.0330
2411188000,-0.1699,-21.1011,44.0862
2411288000,-0.1200,-21.2029,44.0375
2411388000,-0.0587,-21.1147,44.0800
2411488000,-0.1726,-21.1410,44.0671
2411588000,-0.0803,-21.1284,44.0734
2411688000,-0.0324,-21.1480,44.0641
2411788000,-0.1166,-21.1323,44.0714
2411888000,-0.1568,-21.2929,43.9939
2411988000,-0.1001,-21.3743,43.9546
2412089000,-0.1840,-21.2546,44.0123
2412191000,-0.0854,-21.2798,44.0005
2412288000,-0.1699,-21.1575,44.0592
2412388000,-0.1321,-21.2236,44.0275
2412488000,-0.0715,-21.0047,44.1325
2412588000,-0.1894,-21.1832,44.0468
2412688000,-0.1693,-21.1949,44.0412
2412788000,-0.1514,-21.2149,44.0316
2412888000,-0.0447,-21.1506,44.0628
2412991000,0.0149,-21.3060,43.9879
2413088000,-0.0611,-21.0720,44.1004
2413188000,-0.0281,-21.0835,44.0950
2413288000,0.0084,-21.1606,44.0580
2413388000,-0.0192,-21.2225,44.0282
2413488000,-0.0788,-21.1256,44.0747
2413588000,-0.1457,-21.2149,44.0317
2413688000,-0.2052,-21.1707,44.0527
